instance_idx,box_idx,onnx_file,vnnlib_file,ground_truth,method,verdict,q,coverage,epsilon_total,amls_bounded_eps_2_upper,flow_train_s,verify_s,wall_s,error,timestamp
78,0,ACASXU_run2a_5_5_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,9.462578,1.0000,4.4445e-03,,27.4,0.0,27.5,,2026-05-06T20:07:59.897510+00:00
79,0,ACASXU_run2a_2_6_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,3.490927,0.9990,4.4445e-03,,28.9,0.0,28.9,,2026-05-06T20:08:51.441448+00:00
80,0,ACASXU_run2a_3_4_batch_2000.onnx,prop_3.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.428203,0.9995,4.4445e-03,,26.7,0.0,26.8,,2026-05-06T20:09:40.906713+00:00
81,0,ACASXU_run2a_5_3_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,9.383724,1.0000,1.7228e-02,,26.6,0.0,26.7,,2026-05-06T20:10:07.862647+00:00
82,0,ACASXU_run2a_3_3_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,5.193295,1.0000,4.4445e-03,,24.8,0.1,24.8,,2026-05-06T20:11:03.266906+00:00
83,0,ACASXU_run2a_2_3_batch_2000.onnx,prop_3.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.660185,1.0000,4.4445e-03,,25.5,0.0,25.6,,2026-05-06T20:11:51.460720+00:00
84,0,ACASXU_run2a_1_5_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,8.452727,0.9995,4.4445e-03,,28.6,0.0,28.7,,2026-05-06T20:12:42.594042+00:00
85,0,ACASXU_run2a_1_2_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,14.022133,0.9985,4.4445e-03,,29.1,0.0,29.2,,2026-05-06T20:13:23.916643+00:00
86,0,ACASXU_run2a_3_6_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,3.299796,0.9995,4.4445e-03,,28.7,0.1,28.8,,2026-05-06T20:14:23.269710+00:00
87,0,ACASXU_run2a_3_7_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.293965,0.9995,4.4445e-03,,30.1,0.1,30.2,,2026-05-06T20:15:17.181388+00:00
88,0,ACASXU_run2a_3_7_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,15.688783,1.0000,2.1235e-02,,30.2,0.1,30.3,,2026-05-06T20:15:47.783729+00:00
89,0,ACASXU_run2a_4_8_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,8.789539,0.9995,7.0073e-02,,27.9,0.1,28.0,,2026-05-06T20:16:16.113587+00:00
90,0,ACASXU_run2a_5_8_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,3.996401,0.9995,4.4445e-03,,26.5,0.1,26.5,,2026-05-06T20:17:13.188767+00:00
91,0,ACASXU_run2a_4_8_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,8.789539,0.9995,4.4445e-03,,29.2,0.0,29.2,,2026-05-06T20:18:05.206660+00:00
92,0,ACASXU_run2a_2_1_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.647217,1.0000,4.4445e-03,,30.0,0.0,30.0,,2026-05-06T20:18:58.175184+00:00
93,0,ACASXU_run2a_5_3_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.619105,0.9995,4.4445e-03,,28.7,0.0,28.8,,2026-05-06T20:19:49.823626+00:00
94,0,ACASXU_run2a_1_4_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.028908,0.9995,4.4445e-03,,28.6,0.0,28.6,,2026-05-06T20:20:41.456542+00:00
95,0,ACASXU_run2a_3_8_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,6.735633,1.0000,5.6919e-02,,29.1,0.1,29.2,,2026-05-06T20:21:10.961387+00:00
96,0,ACASXU_run2a_3_4_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,9.131055,1.0000,4.4445e-03,,29.7,0.1,29.8,,2026-05-06T20:22:11.164990+00:00
97,0,ACASXU_run2a_1_2_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,14.022133,0.9985,4.4445e-03,,27.1,0.1,27.1,,2026-05-06T20:23:08.628000+00:00
98,0,ACASXU_run2a_2_3_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,8.141217,1.0000,4.3466e-02,,30.1,0.1,30.2,,2026-05-06T20:23:39.120166+00:00
99,0,ACASXU_run2a_3_2_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,10.662302,1.0000,4.4445e-03,,29.6,0.1,29.7,,2026-05-06T20:24:39.187002+00:00
