instance_idx,box_idx,onnx_file,vnnlib_file,ground_truth,method,verdict,q,coverage,epsilon_total,amls_bounded_eps_2_upper,flow_train_s,verify_s,wall_s,error,timestamp
112,0,ACASXU_run2a_1_4_batch_2000.onnx,prop_3.vnnlib,unsat,amls,UNSAT,3.987602,1.0000,1.0000e-03,,27.8,11.5,39.3,,2026-05-06T20:33:56.999825+00:00
113,0,ACASXU_run2a_4_5_batch_2000.onnx,prop_4.vnnlib,unsat,amls,UNSAT,4.595300,1.0000,1.0000e-03,,30.0,15.1,45.1,,2026-05-06T20:34:57.595419+00:00
114,0,ACASXU_run2a_1_1_batch_2000.onnx,prop_5.vnnlib,unsat,amls,UNKNOWN,5.984825,1.0000,1.0000e-03,,30.7,8.2,38.9,,2026-05-06T20:35:52.680166+00:00
115,0,ACASXU_run2a_2_1_batch_2000.onnx,prop_3.vnnlib,unsat,amls,UNSAT,4.187854,1.0000,1.0000e-03,,30.1,15.1,45.3,,2026-05-06T20:36:48.485000+00:00
116,0,ACASXU_run2a_5_7_batch_2000.onnx,prop_3.vnnlib,unsat,amls,UNSAT,4.060166,1.0000,1.0000e-03,,30.5,15.1,45.6,,2026-05-06T20:37:49.708070+00:00
117,0,ACASXU_run2a_5_4_batch_2000.onnx,prop_1.vnnlib,unsat,amls,UNSAT,6.935943,1.0000,1.0000e-03,,30.0,15.1,45.0,,2026-05-06T20:38:50.098879+00:00
118,0,ACASXU_run2a_5_2_batch_2000.onnx,prop_3.vnnlib,unsat,amls,UNSAT,4.092597,1.0000,1.0000e-03,,30.0,15.0,45.0,,2026-05-06T20:39:50.668110+00:00
119,0,ACASXU_run2a_1_6_batch_2000.onnx,prop_1.vnnlib,unsat,amls,UNSAT,7.911792,1.0000,1.0000e-03,,30.0,15.0,45.0,,2026-05-06T20:40:51.039634+00:00
120,0,ACASXU_run2a_4_1_batch_2000.onnx,prop_2.vnnlib,sat,amls,UNKNOWN,332.995483,1.0000,1.0000e-03,,28.0,0.1,28.1,,2026-05-06T20:41:34.457329+00:00
121,0,ACASXU_run2a_3_6_batch_2000.onnx,prop_2.vnnlib,sat,amls,UNKNOWN,11.673091,1.0000,1.0000e-03,,25.3,0.1,25.3,,2026-05-06T20:42:00.136942+00:00
122,0,ACASXU_run2a_1_1_batch_2000.onnx,prop_2.vnnlib,unsat,amls,UNSAT,5.455412,0.9995,1.0000e-03,,28.8,11.3,40.1,,2026-05-06T20:42:40.752587+00:00
123,0,ACASXU_run2a_4_7_batch_2000.onnx,prop_1.vnnlib,unsat,amls,UNSAT,9.251959,1.0000,1.0000e-03,,28.7,11.3,40.0,,2026-05-06T20:43:32.313035+00:00
124,0,ACASXU_run2a_4_2_batch_2000.onnx,prop_3.vnnlib,unsat,amls,UNSAT,3.602916,0.9990,1.0000e-03,,29.0,15.1,44.1,,2026-05-06T20:44:28.086973+00:00
125,0,ACASXU_run2a_3_9_batch_2000.onnx,prop_2.vnnlib,sat,amls,UNKNOWN,15.169104,1.0000,1.0000e-03,,29.2,0.0,29.2,,2026-05-06T20:45:12.682771+00:00
126,0,ACASXU_run2a_2_5_batch_2000.onnx,prop_3.vnnlib,unsat,amls,UNSAT,4.119658,1.0000,1.0000e-03,,29.0,11.3,40.3,,2026-05-06T20:45:53.400366+00:00
127,0,ACASXU_run2a_4_1_batch_2000.onnx,prop_4.vnnlib,unsat,amls,UNSAT,4.429904,0.9990,1.0000e-03,,28.5,11.2,39.7,,2026-05-06T20:46:44.876532+00:00
