instance_idx,box_idx,onnx_file,vnnlib_file,ground_truth,method,verdict,q,coverage,epsilon_total,amls_bounded_eps_2_upper,flow_train_s,verify_s,wall_s,error,timestamp
69,0,ACASXU_run2a_5_9_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,7.535172,1.0000,1.4323e-01,1.4237e-01,28.3,0.0,28.4,,2026-05-06T20:00:38.624184+00:00
70,0,ACASXU_run2a_3_5_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,11.257613,1.0000,1.0000e-03,3.1125e-30,27.4,14.3,41.7,,2026-05-06T20:01:31.397767+00:00
71,0,ACASXU_run2a_3_6_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,11.673091,1.0000,1.0000e-03,3.1125e-30,29.3,11.3,40.7,,2026-05-06T20:02:23.681836+00:00
72,0,ACASXU_run2a_5_6_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,40.513744,0.9995,3.5665e-02,3.4699e-02,29.0,0.0,29.0,,2026-05-06T20:02:53.001338+00:00
73,0,ACASXU_run2a_5_9_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,7.535172,1.0000,1.0000e-03,3.1125e-30,24.9,11.6,36.5,,2026-05-06T20:03:40.710881+00:00
74,0,ACASXU_run2a_4_1_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,332.995483,1.0000,1.0000e-03,3.1125e-30,30.1,14.0,44.0,,2026-05-06T20:04:35.947822+00:00
75,0,ACASXU_run2a_4_5_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,10.464707,0.9990,1.0000e-03,3.1125e-30,29.6,11.2,40.8,,2026-05-06T20:05:28.167832+00:00
76,0,ACASXU_run2a_5_3_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,3.814319,0.9995,1.0000e-03,3.1125e-30,28.8,11.1,40.0,,2026-05-06T20:06:19.681310+00:00
77,0,ACASXU_run2a_4_3_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.887973,1.0000,1.0000e-03,3.1125e-30,27.5,11.1,38.6,,2026-05-06T20:07:09.847807+00:00
78,0,ACASXU_run2a_5_5_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,9.462578,1.0000,1.0000e-03,3.1125e-30,27.4,11.1,38.6,,2026-05-06T20:07:59.759536+00:00
79,0,ACASXU_run2a_2_6_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.490927,0.9990,1.0000e-03,3.1125e-30,28.9,11.1,40.0,,2026-05-06T20:08:51.302386+00:00
80,0,ACASXU_run2a_3_4_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,4.428203,0.9995,1.0000e-03,3.1125e-30,26.7,11.1,37.8,,2026-05-06T20:09:40.757166+00:00
81,0,ACASXU_run2a_5_3_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,9.383724,1.0000,1.7228e-02,1.6244e-02,26.6,0.0,26.7,,2026-05-06T20:10:07.726295+00:00
82,0,ACASXU_run2a_3_3_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,5.193295,1.0000,1.0000e-03,3.1125e-30,24.8,15.1,39.9,,2026-05-06T20:11:03.102655+00:00
83,0,ACASXU_run2a_2_3_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,4.660185,1.0000,1.0000e-03,3.1125e-30,25.5,11.1,36.7,,2026-05-06T20:11:51.322425+00:00
84,0,ACASXU_run2a_1_5_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,8.452727,0.9995,1.0000e-03,3.1125e-30,28.6,11.1,39.8,,2026-05-06T20:12:42.458793+00:00
85,0,ACASXU_run2a_1_2_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,14.022133,0.9985,1.0000e-03,1.0860e-16,29.1,6.5,35.7,,2026-05-06T20:13:23.766774+00:00
86,0,ACASXU_run2a_3_6_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.299796,0.9995,1.0000e-03,3.1125e-30,28.7,15.1,43.8,,2026-05-06T20:14:23.091387+00:00
87,0,ACASXU_run2a_3_7_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,4.293965,0.9995,1.0000e-03,3.1125e-30,30.1,12.5,42.6,,2026-05-06T20:15:17.018325+00:00
88,0,ACASXU_run2a_3_7_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,15.688783,1.0000,2.1235e-02,2.0255e-02,30.2,0.1,30.3,,2026-05-06T20:15:47.622904+00:00
89,0,ACASXU_run2a_4_8_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,8.789539,0.9995,7.0073e-02,6.9142e-02,27.9,0.1,28.0,,2026-05-06T20:16:15.951685+00:00
90,0,ACASXU_run2a_5_8_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.996401,0.9995,1.0000e-03,3.1125e-30,26.5,15.1,41.6,,2026-05-06T20:17:13.024723+00:00
91,0,ACASXU_run2a_4_8_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,8.789539,0.9995,1.0000e-03,3.1125e-30,29.2,11.3,40.5,,2026-05-06T20:18:05.067021+00:00
92,0,ACASXU_run2a_2_1_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,4.647217,1.0000,1.0000e-03,3.1125e-30,30.0,11.3,41.3,,2026-05-06T20:18:58.036085+00:00
93,0,ACASXU_run2a_5_3_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,4.619105,0.9995,1.0000e-03,3.1125e-30,28.7,11.3,40.0,,2026-05-06T20:19:49.684386+00:00
94,0,ACASXU_run2a_1_4_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,4.028908,0.9995,1.0000e-03,3.1125e-30,28.6,11.3,39.9,,2026-05-06T20:20:41.316870+00:00
95,0,ACASXU_run2a_3_8_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,6.735633,1.0000,5.6919e-02,5.5975e-02,29.1,0.1,29.2,,2026-05-06T20:21:10.798351+00:00
96,0,ACASXU_run2a_3_4_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,9.131055,1.0000,1.0000e-03,3.1125e-30,29.7,15.1,44.8,,2026-05-06T20:22:11.001044+00:00
97,0,ACASXU_run2a_1_2_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,14.022133,0.9985,1.0000e-03,3.1125e-30,27.1,15.1,42.2,,2026-05-06T20:23:08.464452+00:00
98,0,ACASXU_run2a_2_3_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,8.141217,1.0000,4.3466e-02,4.2508e-02,30.1,0.1,30.2,,2026-05-06T20:23:38.957448+00:00
99,0,ACASXU_run2a_3_2_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,10.662302,1.0000,1.0000e-03,3.1125e-30,29.6,15.1,44.7,,2026-05-06T20:24:39.022389+00:00
